,timestamp,host,host_ip,ping_size,time,ttl,min,avg,max,stddev
195,2024-03-31 14:00:29,api.upbit.com,13.125.5.38,64,7.152,238,7.152,7.152,7.152,0.0
196,2024-03-31 14:00:29,api.binance.com,52.84.252.75,64,6.273,244,6.273,6.273,6.273,
197,2024-03-31 14:00:29,www.upbit.com,104.17.186.185,64,7.082,52,7.082,7.082,7.082,
198,2024-03-31 14:00:30,api.bitflyer.com,104.76.93.43,64,8.44,51,8.44,8.44,8.44,0.0
199,2024-03-31 14:00:30,api.bithumb.com,23.51.28.123,64,6.5,54,6.5,6.5,6.5,0.0
200,2024-03-31 14:00:30,api.upbit.com,13.125.5.38,64,6.517,238,6.517,6.517,6.517,0.0
201,2024-03-31 14:00:30,www.bithumb.com,23.43.165.80,64,5.815,51,5.815,5.815,5.815,0.0
202,2024-03-31 14:00:30,api.binance.com,52.84.252.75,64,5.531,244,5.531,5.531,5.531,0.0
203,2024-03-31 14:00:30,www.upbit.com,104.17.186.185,64,6.768,52,6.768,6.768,6.768,
204,2024-03-31 14:00:31,api.bithumb.com,23.51.28.123,64,6.527,54,6.527,6.527,6.527,
205,2024-03-31 14:00:31,api.bitflyer.com,104.76.93.43,64,7.673,51,7.673,7.673,7.673,0.0
206,2024-03-31 14:00:31,api.binance.com,52.84.252.75,64,5.349,244,5.349,5.349,5.349,0.0
207,2024-03-31 14:00:31,www.bithumb.com,23.43.165.80,64,6.583,51,6.583,6.583,6.583,
208,2024-03-31 14:00:31,api.upbit.com,13.125.5.38,64,7.267,238,7.267,7.267,7.267,0.0
209,2024-03-31 14:00:31,www.upbit.com,104.17.186.185,64,6.943,52,6.943,6.943,6.943,0.0
210,2024-03-31 14:00:32,api.binance.com,52.84.252.75,64,5.378,244,5.378,5.378,5.378,
211,2024-03-31 14:00:32,api.bithumb.com,23.51.28.123,64,7.504,54,7.504,7.504,7.504,
